TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2023,3,17,22,0,15XX E PENDER ST,Grandview-Woodland,494637.7744,5458616.512
Other Theft,2023,12,12,11,7,15XX E PENDER ST,Grandview-Woodland,494659.2267,5458616.13
Other Theft,2023,5,31,23,57,15XX GRANT ST,Grandview-Woodland,494714.7287,5457629.022
Other Theft,2023,10,24,14,14,15XX GRANT ST,Grandview-Woodland,494714.7287,5457629.022
Other Theft,2023,1,29,23,44,15XX GRAVELEY ST,Grandview-Woodland,494699.7733,5457527.329
Other Theft,2023,2,24,12,0,15XX POWELL ST,Grandview-Woodland,494635.2109,5458946.142
Other Theft,2023,5,15,6,30,15XX POWELL ST,Grandview-Woodland,494635.2109,5458946.142
Other Theft,2023,8,12,10,16,15XX POWELL ST,Grandview-Woodland,494635.2109,5458946.142
Other Theft,2023,6,22,16,13,15XX POWELL ST,Grandview-Woodland,494636.66,5458946.512
Other Theft,2023,6,22,10,15,15XX STANLEY PARK DR,Stanley Park,491317.3338,5460639.186
Other Theft,2023,8,2,0,0,15XX STANLEY PARK DR,Stanley Park,491317.3338,5460639.186
Other Theft,2023,9,21,13,52,15XX STANLEY PARK DR,Stanley Park,491317.3338,5460639.186
Other Theft,2023,12,4,14,58,15XX VINE ST,Kitsilano,488556.6099,5457723.671
Other Theft,2023,1,29,0,0,15XX W 52ND AVE,Kerrisdale,489778.2905,5452381.224
Other Theft,2023,11,3,2,30,15XX W 54TH AVE,Kerrisdale,489686.4463,5452109.259
Other Theft,2023,4,28,4,38,15XX W 57TH AVE,Kerrisdale,489633.457,5451858.925
Other Theft,2023,9,28,13,38,15XX W 57TH AVE,Kerrisdale,489750.9818,5451854.166
Other Theft,2023,3,20,13,0,16XX ADANAC ST,Grandview-Woodland,494840.3161,5458311.394
Other Theft,2023,8,17,6,0,16XX CHARLES ST,Grandview-Woodland,494877.6738,5457819.047
Other Theft,2023,8,19,17,0,16XX CHESTNUT ST,Kitsilano,489345.4862,5457628.667
Other Theft,2023,11,16,12,0,16XX CHESTNUT ST,Kitsilano,489345.4862,5457628.667
Other Theft,2023,3,12,6,30,16XX COMMERCIAL DR,Grandview-Woodland,494928.0314,5457492.892
Other Theft,2023,4,26,22,36,16XX COMMERCIAL DR,Grandview-Woodland,494928.0314,5457492.892
Other Theft,2023,12,31,22,0,16XX COMMERCIAL DR,Grandview-Woodland,494928.6811,5457525.981
Other Theft,2023,2,12,19,58,16XX COMMERCIAL DR,Grandview-Woodland,494937.403,5457504.391
Other Theft,2023,3,29,5,45,16XX E 1ST AVE,Grandview-Woodland,494855.7915,5457431.245
Other Theft,2023,5,23,2,7,16XX E 1ST AVE,Grandview-Woodland,494855.7915,5457431.245
Other Theft,2023,6,15,6,50,16XX E 1ST AVE,Grandview-Woodland,494855.7915,5457431.245
Other Theft,2023,10,27,12,11,16XX E 1ST AVE,Grandview-Woodland,494855.7915,5457431.245
Other Theft,2023,11,22,23,21,16XX E 1ST AVE,Grandview-Woodland,494855.7915,5457431.245
Other Theft,2023,9,11,16,30,16XX E 5TH AVE,Grandview-Woodland,494809.1256,5457033.652
Other Theft,2023,11,29,18,30,16XX E 5TH AVE,Grandview-Woodland,494809.1256,5457033.652
Other Theft,2023,10,28,16,59,16XX E 6TH AVE,Grandview-Woodland,494813.8246,5456923.969
Other Theft,2023,8,23,8,0,16XX E 6TH AVE,Grandview-Woodland,494872.9856,5456931.98
Other Theft,2023,8,28,17,10,16XX E BROADWAY AVE,Grandview-Woodland,494873.6507,5456625.668
Other Theft,2023,12,11,9,40,16XX E BROADWAY AVE,Grandview-Woodland,494908.2389,5456625.189
Other Theft,2023,12,27,14,45,16XX E GEORGIA ST,Grandview-Woodland,494732.1253,5458423.409
Other Theft,2023,10,11,11,19,16XX E GEORGIA ST,Grandview-Woodland,494822.7029,5458421.905
Other Theft,2023,6,22,0,0,16XX E HASTINGS ST,Grandview-Woodland,494731.9919,5458733.173
Other Theft,2023,11,15,18,0,16XX E HASTINGS ST,Grandview-Woodland,494815.0001,5458721.426
Other Theft,2023,12,14,12,30,16XX E HASTINGS ST,Grandview-Woodland,494815.0001,5458721.426
Other Theft,2023,4,18,0,0,16XX E HASTINGS ST,Grandview-Woodland,494815.7284,5458721.403
Other Theft,2023,3,17,22,30,16XX E HASTINGS ST,Grandview-Woodland,494831.2918,5458720.916
Other Theft,2023,6,23,11,21,16XX E HASTINGS ST,Grandview-Woodland,494831.2918,5458720.916
Other Theft,2023,5,17,14,0,16XX GRANT ST,Grandview-Woodland,494802.4373,5457627.859
Other Theft,2023,8,13,21,50,16XX GRANT ST,Grandview-Woodland,494847.5375,5457636.441
Other Theft,2023,10,13,17,0,16XX GRANT ST,Grandview-Woodland,494850.1456,5457627.26
Other Theft,2023,3,15,14,0,16XX GRAVELEY ST,Grandview-Woodland,494851.0041,5457525.242
Other Theft,2023,5,31,21,0,16XX KITCHENER ST,Grandview-Woodland,494899.0656,5457716.025
Other Theft,2023,4,13,8,31,16XX MCLEAN DR,Grandview-Woodland,494509.9023,5457517.001
Other Theft,2023,1,3,17,30,16XX NAPIER ST,Grandview-Woodland,494923.2387,5458018.923
Other Theft,2023,1,10,19,0,16XX NAPIER ST,Grandview-Woodland,494923.2387,5458018.923
Other Theft,2023,2,14,18,0,16XX NAPIER ST,Grandview-Woodland,494923.2387,5458018.923
Other Theft,2023,8,21,8,45,16XX NAPIER ST,Grandview-Woodland,494923.2387,5458018.923
Other Theft,2023,12,21,11,20,16XX NAPIER ST,Grandview-Woodland,494923.2387,5458018.923
Other Theft,2023,6,19,18,0,16XX PANDORA ST,Grandview-Woodland,494759.8684,5458934.095
Other Theft,2023,1,18,11,6,16XX PARKER ST,Grandview-Woodland,494931.6317,5458118.675
Other Theft,2023,1,31,0,43,16XX PARKER ST,Grandview-Woodland,494931.6317,5458118.675
Other Theft,2023,12,24,15,5,16XX RENFREW ST,Hastings-Sunrise,496788.1019,5457442.41
Other Theft,2023,3,1,12,0,16XX VENABLES ST,Grandview-Woodland,494869.2616,5458210.906
Other Theft,2023,8,18,5,13,16XX W 54TH AVE,Kerrisdale,489568.5074,5452120.694
Other Theft,2023,8,26,17,13,16XX WHYTE AVE,Kitsilano,489688.2058,5458137.912
Other Theft,2023,10,28,19,0,16XX YEW ST,Kitsilano,488717.2145,5457591.314
Other Theft,2023,8,11,16,45,17XX BOUNDARY RD,Hastings-Sunrise,498273.1033,5457366.212
Other Theft,2023,10,3,2,45,17XX CHARLES ST,Grandview-Woodland,495022.361,5457805.855
Other Theft,2023,3,4,0,0,17XX COMMERCIAL DR,Grandview-Woodland,494926.7606,5457395.426
Other Theft,2023,3,28,14,30,17XX COMMERCIAL DR,Grandview-Woodland,494926.7828,5457341.183
Other Theft,2023,6,14,21,0,17XX COMMERCIAL DR,Grandview-Woodland,494935.9032,5457399.046
Other Theft,2023,4,21,23,0,17XX COMMERCIAL DR,Grandview-Woodland,494935.9036,5457398.082
Other Theft,2023,7,27,20,45,17XX COMMERCIAL DR,Grandview-Woodland,494935.9036,5457398.082
Other Theft,2023,12,28,19,51,17XX COMMERCIAL DR,Grandview-Woodland,494935.9127,5457375.42
Other Theft,2023,2,26,18,30,17XX COMMERCIAL DR,Grandview-Woodland,494935.925,5457348.985
Other Theft,2023,3,8,23,0,17XX E 4TH AVE,Grandview-Woodland,495017.6969,5457153.406
Other Theft,2023,6,10,2,55,17XX E 6TH AVE,Grandview-Woodland,494963.5321,5456930.472
Other Theft,2023,10,2,9,28,17XX E 6TH AVE,Grandview-Woodland,494963.5321,5456930.472
Other Theft,2023,7,15,3,0,17XX E 6TH AVE,Grandview-Woodland,494966.2892,5456930.437
Other Theft,2023,2,13,10,0,17XX E BROADWAY AVE,Grandview-Woodland,494943.2061,5456624.653
Other Theft,2023,1,29,17,41,17XX E BROADWAY AVE,Grandview-Woodland,494951.0401,5456624.525
Other Theft,2023,2,9,16,15,17XX E BROADWAY AVE,Grandview-Woodland,494956.5836,5456624.435
Other Theft,2023,1,12,9,30,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,1,24,22,54,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,2,5,18,25,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,2,23,22,0,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,3,20,18,0,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,4,3,23,54,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,6,10,12,3,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,6,11,17,14,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,6,21,22,9,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,7,11,20,30,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,9,2,8,40,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,9,8,8,55,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,9,12,22,30,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,9,24,12,13,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,10,16,22,50,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,10,28,23,47,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,10,29,22,34,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,11,10,17,6,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,11,27,19,30,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,12,3,23,8,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,12,7,15,38,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,12,8,22,56,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,12,14,12,23,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,12,26,18,0,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,12,30,10,10,17XX E BROADWAY AVE,Grandview-Woodland,494999.8456,5456623.729
Other Theft,2023,3,20,12,30,17XX E GEORGIA ST,Grandview-Woodland,494982.6922,5458419.264
Other Theft,2023,5,10,20,0,17XX E HASTINGS ST,Grandview-Woodland,494940.3475,5458719.005
Other Theft,2023,4,27,12,26,17XX E PENDER ST,Grandview-Woodland,494896.9514,5458611.913
Other Theft,2023,2,24,0,18,17XX E PENDER ST,Grandview-Woodland,494917.7907,5458620.703
Other Theft,2023,12,1,18,0,17XX FRANKLIN ST,Grandview-Woodland,494915.4627,5458832.047
Other Theft,2023,2,1,8,0,17XX FRANKLIN ST,Grandview-Woodland,494947.7373,5458831.505
Other Theft,2023,11,2,12,0,17XX KITCHENER ST,Grandview-Woodland,495027.6792,5457715.053
Other Theft,2023,11,13,20,0,17XX MCLEAN DR,Grandview-Woodland,494517.7364,5457428.129
Other Theft,2023,6,17,4,30,17XX POWELL ST,Grandview-Woodland,494887.2702,5459020.335
Other Theft,2023,7,29,10,30,17XX POWELL ST,Grandview-Woodland,494887.2702,5459020.335
Other Theft,2023,2,14,21,0,17XX WILLIAM ST,Grandview-Woodland,495028.3551,5457916.1
Other Theft,2023,9,15,18,50,17XX WOODLAND DR,Grandview-Woodland,494648.8722,5457416.727
Other Theft,2023,4,26,10,30,18XX BALACLAVA ST,Kitsilano,487363.3451,5457421.055
Other Theft,2023,11,10,13,0,18XX BURRARD ST,Kitsilano,489406.0549,5457446.972
Other Theft,2023,2,25,18,0,18XX COMMERCIAL DR,Grandview-Woodland,494935.863,5457314.351
Other Theft,2023,6,5,10,0,18XX CORNWALL AVE,Kitsilano,489253.2969,5457761.283
Other Theft,2023,6,13,6,34,18XX CORNWALL AVE,Kitsilano,489253.2969,5457761.283
Other Theft,2023,6,26,14,25,18XX CORNWALL AVE,Kitsilano,489253.2969,5457761.283
Other Theft,2023,9,2,8,15,18XX CORNWALL AVE,Kitsilano,489253.2969,5457761.283
Other Theft,2023,11,20,19,18,18XX CORNWALL AVE,Kitsilano,489306.8295,5457750.668
Other Theft,2023,2,21,21,15,18XX E 1ST AVE,Grandview-Woodland,495174.1928,5457428.596
Other Theft,2023,3,25,0,0,18XX E 6TH AVE,Grandview-Woodland,495128.9847,5456919.17
Other Theft,2023,8,20,12,0,18XX E 8TH AVE,Grandview-Woodland,495174.4386,5456717.708
Other Theft,2023,4,28,7,30,18XX E GEORGIA ST,Grandview-Woodland,495141.6743,5458405.987
Other Theft,2023,7,21,15,46,18XX E GEORGIA ST,Grandview-Woodland,495141.6743,5458405.987
Other Theft,2023,10,23,15,58,18XX E GEORGIA ST,Grandview-Woodland,495180.2082,5458413.985
Other Theft,2023,12,13,21,15,18XX E HASTINGS ST,Grandview-Woodland,495188.373,5458724.895
Other Theft,2023,6,26,12,15,18XX E HASTINGS ST,Grandview-Woodland,495221.0383,5458715.191
Other Theft,2023,7,15,8,30,18XX E HASTINGS ST,Grandview-Woodland,495221.0383,5458715.191
Other Theft,2023,8,18,11,30,18XX E HASTINGS ST,Grandview-Woodland,495221.0383,5458715.191
Other Theft,2023,10,27,7,7,18XX E HASTINGS ST,Grandview-Woodland,495221.0383,5458715.191
Other Theft,2023,12,27,21,30,18XX E HASTINGS ST,Grandview-Woodland,495221.0383,5458715.191
Other Theft,2023,5,8,10,0,18XX E PENDER ST,Grandview-Woodland,495132.6752,5458617.594
Other Theft,2023,6,21,11,15,18XX E PENDER ST,Grandview-Woodland,495189.5786,5458607.789
Other Theft,2023,10,5,0,0,18XX E PENDER ST,Grandview-Woodland,495189.5786,5458607.789
Other Theft,2023,3,17,13,0,18XX FRANCES ST,Grandview-Woodland,495097.1998,5458515.993
Other Theft,2023,3,3,19,22,18XX FRANCES ST,Grandview-Woodland,495165.7928,5458514.574
Other Theft,2023,9,26,23,15,18XX KITCHENER ST,Grandview-Woodland,495196.7686,5457711.532
Other Theft,2023,9,20,12,0,18XX MCLEAN DR,Grandview-Woodland,494506.6662,5457299.062
Other Theft,2023,4,2,19,0,18XX POWELL ST,Grandview-Woodland,495044.9928,5459062.507
Other Theft,2023,5,26,7,48,18XX POWELL ST,Grandview-Woodland,495220.7638,5459121.972
Other Theft,2023,5,14,15,0,18XX POWELL ST,Grandview-Woodland,495220.7643,5459121.973
Other Theft,2023,12,9,11,25,18XX VICTORIA DR,Grandview-Woodland,495209.0437,5457279.606
Other Theft,2023,6,12,8,15,18XX W 10TH AVE,Kitsilano,489297.7476,5456682.379
Other Theft,2023,8,21,0,0,18XX W 12TH AVE,Kitsilano,489358.4412,5456479.538
Other Theft,2023,10,30,20,2,18XX W 4TH AVE,Kitsilano,489242.9751,5457259.522
Other Theft,2023,7,7,19,39,18XX W 4TH AVE,Kitsilano,489262.7983,5457268.122
Other Theft,2023,9,13,16,28,18XX W 4TH AVE,Kitsilano,489312.072,5457266.76
Other Theft,2023,10,21,23,0,18XX W 4TH AVE,Kitsilano,489354.1278,5457265.598
Other Theft,2023,9,20,12,51,18XX W 57TH AVE,Kerrisdale,489106.5325,5451860.77
Other Theft,2023,12,30,21,20,18XX W 57TH AVE,Kerrisdale,489109.7442,5451860.67
Other Theft,2023,9,24,5,34,18XX W 57TH AVE,Kerrisdale,489115.2702,5451860.498
Other Theft,2023,10,23,21,0,18XX W 57TH AVE,Kerrisdale,489128.3768,5451860.091
Other Theft,2023,3,6,11,12,18XX W 5TH AVE,Kitsilano,489304.9594,5457163.514
Other Theft,2023,7,13,6,31,18XX W 64TH AVE,Kerrisdale,489117.7287,5451181.143
Other Theft,2023,3,3,22,0,18XX W 6TH AVE,Kitsilano,489271.1785,5457069.163
Other Theft,2023,4,20,22,0,18XX W 8TH AVE,Kitsilano,489305.2894,5456891.802
Other Theft,2023,7,9,19,30,19XX ADANAC ST,Grandview-Woodland,495263.0667,5458304.323
Other Theft,2023,8,25,7,0,19XX ADANAC ST,Grandview-Woodland,495324.1843,5458303.359
Other Theft,2023,4,28,14,0,19XX BAYSWATER ST,Kitsilano,487551.5043,5457386.053
Other Theft,2023,1,15,16,25,19XX COMMERCIAL DR,Grandview-Woodland,494935.3043,5457216.874
Other Theft,2023,7,29,21,10,19XX CORNWALL AVE,Kitsilano,489077.4493,5457765.831
Other Theft,2023,9,8,19,0,19XX CORNWALL AVE,Kitsilano,489204.8251,5457762.544
Other Theft,2023,6,1,4,59,19XX E 8TH AVE,Grandview-Woodland,495250.5856,5456716.616
Other Theft,2023,9,1,15,0,19XX E HASTINGS ST,Grandview-Woodland,495248.517,5458714.716
Other Theft,2023,11,11,22,0,19XX POWELL ST,Grandview-Woodland,495239.7123,5459126.852
Other Theft,2023,7,30,8,50,19XX POWELL ST,Grandview-Woodland,495306.7811,5459127.324
Other Theft,2023,5,13,23,57,19XX POWELL ST,Grandview-Woodland,495319.2012,5459127.411
Other Theft,2023,11,13,4,34,19XX RUPERT ST,Hastings-Sunrise,497559.5917,5457197.059
Other Theft,2023,6,7,9,0,19XX TEMPLETON DR,Grandview-Woodland,495630.6589,5457184.359
Other Theft,2023,5,5,12,0,19XX W 14TH AVE,Kitsilano,489063.5231,5456276.472
Other Theft,2023,7,4,19,19,19XX W 3RD AVE,Kitsilano,489104.4086,5457373.207
Other Theft,2023,2,25,9,0,19XX W 44TH AVE,Kerrisdale,488988.7532,5453236.512
Other Theft,2023,6,6,13,40,19XX W 49TH AVE,Kerrisdale,488996.8118,5452719.419
Other Theft,2023,6,23,8,45,19XX W 49TH AVE,Kerrisdale,488996.8118,5452719.419
Other Theft,2023,2,13,17,23,19XX W 4TH AVE,Kitsilano,489071.1772,5457263.877
Other Theft,2023,3,14,12,30,19XX W 4TH AVE,Kitsilano,489071.1772,5457263.877
Other Theft,2023,12,2,14,40,19XX W 4TH AVE,Kitsilano,489074.3994,5457263.795
Other Theft,2023,1,7,17,8,19XX W 4TH AVE,Kitsilano,489101.4676,5457263.112
Other Theft,2023,5,30,11,0,19XX W 4TH AVE,Kitsilano,489169.0101,5457270.555
Other Theft,2023,1,20,18,0,19XX W 6TH AVE,Kitsilano,489073.7828,5457074.028
Other Theft,2023,12,26,19,28,19XX W 7TH AVE,Kitsilano,489077.197,5456989.149
Other Theft,2023,9,16,15,0,19XX W 8TH AVE,Kitsilano,489187.9241,5456894.994
Other Theft,2023,1,23,15,50,19XX W BROADWAY AVE,Kitsilano,489085.7644,5456785.151
Other Theft,2023,2,9,11,40,19XX W BROADWAY AVE,Kitsilano,489216.4891,5456781.566
Other Theft,2023,1,13,17,30,19XX WALLACE ST,West Point Grey,486126.3004,5457363.161
Other Theft,2023,3,27,0,0,19XX WALLACE ST,West Point Grey,486126.3004,5457363.161
Other Theft,2023,8,17,18,0,1X LAKEWOOD DR,Grandview-Woodland,495523.1133,5459101.451
Other Theft,2023,10,23,19,30,1X LAKEWOOD DR,Grandview-Woodland,495523.1133,5459101.451
Other Theft,2023,8,4,21,0,1XX LAKEWOOD DR,Grandview-Woodland,495520.5422,5458983.293
Other Theft,2023,7,13,3,48,1XX RENFREW ST,Hastings-Sunrise,496795.8804,5458978.364
Other Theft,2023,3,4,13,47,20XX ALMA ST,West Point Grey,486484.4111,5457255.45
Other Theft,2023,3,12,10,16,20XX ALMA ST,West Point Grey,486484.4111,5457255.45
Other Theft,2023,3,25,17,56,20XX ALMA ST,West Point Grey,486484.4111,5457255.45
Other Theft,2023,5,27,15,0,20XX ALMA ST,West Point Grey,486484.4111,5457255.45
Other Theft,2023,6,15,18,45,20XX ALMA ST,West Point Grey,486484.4111,5457255.45
Other Theft,2023,8,28,18,13,20XX ALMA ST,West Point Grey,486484.4111,5457255.45
Other Theft,2023,10,27,17,10,20XX ALMA ST,West Point Grey,486484.4111,5457255.45
Other Theft,2023,11,13,11,25,20XX ALMA ST,West Point Grey,486484.4111,5457255.45
Other Theft,2023,10,26,12,0,20XX COMMERCIAL DR,Grandview-Woodland,494923.7845,5457071.966
Other Theft,2023,11,14,13,12,20XX COMMERCIAL DR,Grandview-Woodland,494923.7845,5457071.966
Other Theft,2023,11,16,14,14,20XX COMMERCIAL DR,Grandview-Woodland,494932.4431,5457032.115
Other Theft,2023,8,24,12,32,20XX COMMERCIAL DR,Grandview-Woodland,494932.7483,5457057.053
Other Theft,2023,6,13,2,13,20XX COMMERCIAL DR,Grandview-Woodland,494933.0431,5457080.063
Other Theft,2023,2,1,0,0,20XX DUNBAR ST,Kitsilano,486634.8445,5457286.474
Other Theft,2023,4,17,22,13,20XX DUNDAS ST,Grandview-Woodland,495495.8727,5459122.878
Other Theft,2023,7,23,21,0,20XX E 5TH AVE,Grandview-Woodland,495440.1787,5457015.882
Other Theft,2023,10,10,3,30,20XX E 6TH AVE,Grandview-Woodland,495421.366,5456914.462
Other Theft,2023,1,4,9,45,20XX E 8TH AVE,Grandview-Woodland,495466.5274,5456713.889
Other Theft,2023,6,6,10,9,20XX E BROADWAY AVE,Grandview-Woodland,495444.769,5456617.665
Other Theft,2023,6,5,14,49,20XX E HASTINGS ST,Grandview-Woodland,495479.2626,5458711.186
Other Theft,2023,2,12,19,0,20XX E HASTINGS ST,Grandview-Woodland,495484.6911,5458711.115
Other Theft,2023,1,12,7,20,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,1,31,8,39,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,2,1,23,57,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,2,5,6,3,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,2,9,8,40,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,2,10,6,20,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,2,13,6,54,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,2,13,15,44,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,2,15,7,40,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,3,1,15,55,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,3,2,9,39,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,3,8,7,41,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,3,10,11,59,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,3,15,14,41,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,3,20,9,45,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,4,3,19,25,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,4,10,11,41,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,4,10,13,25,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,8,7,21,0,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.909
Other Theft,2023,2,7,0,0,20XX MACDONALD ST,Kitsilano,487761.9832,5457291.134
Other Theft,2023,5,8,10,0,20XX NAPIER ST,Grandview-Woodland,495425.0895,5458002.452
Other Theft,2023,2,2,1,0,20XX PARKER ST,Grandview-Woodland,495446.3421,5458110.698
Other Theft,2023,2,8,1,0,20XX PARKER ST,Grandview-Woodland,495446.3421,5458110.698
Other Theft,2023,6,6,4,30,20XX STEPHENS ST,Kitsilano,487901.7395,5457258.267
Other Theft,2023,1,20,11,23,20XX TRAFALGAR ST,Kitsilano,488034.2904,5457276.865
Other Theft,2023,8,4,18,0,20XX W 13TH AVE,Kitsilano,488932.4862,5456370.085
Other Theft,2023,4,6,2,30,20XX W 1ST AVE,Kitsilano,489018.7464,5457570.554
Other Theft,2023,12,30,14,59,20XX W 1ST AVE,Kitsilano,489056.129,5457560.393
Other Theft,2023,2,3,16,15,20XX W 2ND AVE,Kitsilano,488918.6896,5457466.048
Other Theft,2023,3,8,11,0,20XX W 41ST AVE,Kerrisdale,488723.2272,5453540.143
Other Theft,2023,3,15,12,10,20XX W 41ST AVE,Kerrisdale,488723.2272,5453540.143
Other Theft,2023,7,28,12,20,20XX W 41ST AVE,Kerrisdale,488792.5145,5453538.288
Other Theft,2023,1,10,10,47,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.96
Other Theft,2023,2,4,12,30,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.96
Other Theft,2023,2,12,10,49,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.96
Other Theft,2023,2,15,10,21,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.96
Other Theft,2023,3,6,16,40,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.96
Other Theft,2023,4,28,17,30,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.96
Other Theft,2023,5,23,14,27,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.96
Other Theft,2023,5,26,17,49,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.96
Other Theft,2023,5,29,15,30,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.96
Other Theft,2023,8,3,13,16,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.96
Other Theft,2023,8,9,17,46,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.96
Other Theft,2023,8,10,16,43,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.96
Other Theft,2023,8,21,11,23,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.96
Other Theft,2023,8,21,13,9,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.96
Other Theft,2023,8,23,15,30,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.96
Other Theft,2023,8,23,18,28,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.96
Other Theft,2023,11,8,17,24,20XX W 41ST AVE,Kerrisdale,488804.7417,5453537.96
Other Theft,2023,2,1,0,0,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.356
Other Theft,2023,2,23,9,30,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.356
Other Theft,2023,3,30,10,35,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.356
Other Theft,2023,6,8,17,9,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.356
Other Theft,2023,6,27,11,16,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.356
Other Theft,2023,7,2,16,59,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.356
Other Theft,2023,8,10,16,25,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.356
Other Theft,2023,8,10,21,54,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.356
Other Theft,2023,8,16,17,10,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.356
Other Theft,2023,8,17,16,32,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.356
Other Theft,2023,8,18,12,10,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.356
Other Theft,2023,8,19,14,54,20XX W 42ND AVE,Kerrisdale,488732.6729,5453440.356
